Price,Close,High,Low,Open,Volume,MA20,Days,Predicted
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
2024-01-08,183.4830780029297,183.52263874374273,179.46852282651062,180.0519155054874,59144500,190.05024490356445,235,189.08039391753783
2024-01-09,183.0677947998047,183.07767744176536,180.68476543102267,181.8614486084712,42841800,189.5276611328125,236,189.2424738487529
2024-01-10,184.10601806640625,184.31365913260458,181.8614214601624,182.28661640904596,46792900,189.18207397460938,237,189.40455377996796
2024-01-11,183.51275634765625,184.9564217479187,181.56480461990643,184.45212033242825,49128400,188.73117752075194,238,189.56663371118304
2024-01-12,183.8390350341797,184.64986419021457,183.1172099941003,183.9774674403319,40477800,188.13591461181642,239,189.7287136423981
2024-01-16,181.57470703125,182.19764543114704,178.9049149905355,180.12115895148446,65603000,187.42002029418944,240,189.89079357361317
2024-01-17,180.6352996826172,180.88250149305736,178.2819487070673,179.24109293861534,47317400,186.6838523864746,241,190.05287350482823
2024-01-18,186.51873779296875,187.0230241166397,183.7500741577492,184.00715864056133,78005800,186.3249153137207,242,190.2149534360433
2024-01-19,189.41592407226562,189.80155831594578,186.70660172518024,187.21088801676132,68903000,186.05892639160157,243,190.37703336725838
2024-01-22,191.7198486328125,193.14373357255337,190.10808789018887,190.14764863184953,60133900,186.01245193481446,244,190.53911329847344
2024-01-23,192.9954071044922,193.55903452389106,191.66052626402544,192.83720939883855,42355600,186.03717269897462,245,190.7011932296885
2024-01-24,192.32301330566406,194.18197579456825,192.16480052192722,193.23271418014866,53631300,186.0816680908203,246,190.86327316090356
2024-01-25,191.99671936035156,194.07322080915367,190.94858599423335,193.03497008475262,54822100,186.13704147338868,247,191.02535309211862
2024-01-26,190.2663116455078,192.58011726192578,189.79168833424328,192.09561130867766,44594000,186.1009506225586,248,191.1874330233337
2024-01-29,189.58401489257812,190.04875551955823,187.4580852833725,189.86087972294905,47145600,186.00948638916014,249,191.34951295454877
2024-01-30,185.93531799316406,189.65324309628332,185.37170567810733,188.80286821503816,55859400,185.78749923706056,250,191.51159288576383
2024-01-31,182.33602905273438,185.00582037875986,182.28660076654825,184.9464792769375,55467800,185.72619094848633,251,191.67367281697892
2024-02-01,184.76856994628906,184.8575590001162,181.7626017867558,181.93069725109765,64885400,185.85523147583007,252,191.83575274819398
2024-02-02,183.76986694335938,185.23329771545795,177.2437318686429,177.84690500460306,102551700,186.05002822875977,253,191.99783267940904
2024-02-05,185.57937622070312,187.13181116987633,183.75997412159924,186.04411693236617,69668800,186.37139129638672,254,192.1599126106241
2024-02-06,187.1812286376953,187.19111127921153,184.67954732588265,184.76853636353553,43490800,186.556298828125,255,192.32199254183917
2024-02-07,187.28997802734375,188.91162125480523,186.49892923853312,188.5062066759397,53439000,186.76740798950195,256,192.48407247305425
2024-02-08,186.2122039794922,187.418535043408,185.2530596605407,187.27021997882892,40962000,186.87271728515626,257,192.64615240426932
2024-02-09,186.97454833984375,188.10322646586073,186.13298359451971,186.77652244170517,45155200,187.04580688476562,258,192.80823233548438
2024-02-12,185.29141235351562,186.796321504533,184.9349868995182,186.54880424779185,41781900,187.11842575073243,259,192.97031226669944
2024-02-13,183.20236206054688,184.360756090923,181.68755769129083,183.92512331150874,56529500,187.19980850219727,260,193.1323921979145
2024-02-14,182.32118225097656,183.68748216998677,180.62817288870548,183.47957616063894,54630500,187.28410263061522,261,193.2944721291296
2024-02-15,182.03408813476562,182.65783644316613,179.5490203671251,181.72716915991907,65434500,187.05987014770508,262,193.45655206034465
